project,experiment,iteration,stim_id,gameID,condition,startInstructionTS,startPracticeTS,startPreTS,startMainTS,startPostTS,startSurveyTS,startComprehensionTS,endExperimentTS,participantExplanations,judgedDifficulty,participantEffort,sokobanFamiliarity,gamingFrequency,participantYears,participantGender,participantRace,participantEthnicity,inputDevice,technicalDifficultiesComments,participantRace-Comment,inputDevice-Comment
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f723,6374-50e46c60-f1e3-40c4-ac6c-52e6400f157a,enjoyable,1737949571608.0,1737949729165.0,1737949960267.0,1737950006218.0,1737951650407.0,1737951679318.0,1737949751976.0,1737951679319.0,"difficulty was a plus but only if it was solvable, and the more movement I had on the puzzle or if it was more forgiving was better",3,5,0,0,74,Female,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6e2,6887-305e3de9-5a3d-440b-b1f4-895484a5471a,difficult,1737949585898.0,1737949650319.0,1737949906307.0,1737949936277.0,1737951683838.0,1737951716897.0,1737949679141.0,1737951716897.0,"If I could solve it, if I even had ideas on how to solve it, if I continually got stumped, how many tries it took for my brain to figure out a path or a likely path. ",4,5,1,3,38,Male,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f726,1538-8bc3347e-a05b-4830-8f2f-b972b8394798,enjoyable,1737949578209.0,1737949671640.0,1737949923000.0,1737949956083.0,1737951720801.0,1737951757890.0,1737949697508.0,1737951757890.0,"Being able to complete them definitely made them more enjoyable. But also if I didn't get frustrated with the ones I was having trouble with, I still found those ones fun.",4,5,2,2,27,Non-binary,['White'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f704,3583-0c1eebd6-7644-4428-8c73-46af11f857b1,difficult,1737949594357.0,1737949676679.0,1737949984386.0,1737950026435.0,1737951695113.0,1737951725690.0,1737949709250.0,1737951725691.0,"I chose based on how hard it was for me to figure out the trick to the puzzle. It seemed like there were a certain set of moves and some puzzles required more or less specific moves. The ones that didn't require that much felt easier to me. Although, without a large sample size, it was hard to determine the true difficulty.",3,5,0,3,39,Male,['White'],Non-Hispanic,['none'],This was an interesting game and was kind of fun to play.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6f8,1741-ac288f05-0ac3-4e31-af82-4c7997828700,enjoyable,1737949549567.0,1737949666975.0,1737949944304.0,1737949988775.0,1737951716302.0,1737951747204.0,1737949699053.0,1737951747205.0,"Each one I enjoyed doing. The only one I rated lower was the one I could not solve so because I was frustrated, I rated it lower. Otherwise, I actually enjoyed the totality of the games and had fun playing them.",2,5,0,4,44,Non-binary,['Multiracial/Mixed'],Hispanic,['none'],No technical issues. I had a really great time with this study. Kudos!,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6e4,0043-c146f09f-8bb2-4ccc-9577-9363bf3422c1,difficult,1737950044003.0,1737950162189.0,1737950462171.0,1737950498955.0,1737951818095.0,1737951848271.0,1737950184758.0,1737951848272.0,"I thought about how many obstacles there were to placing the pebbles in a location other than the beach so that I could move other pebbles. The more tight spaces there were when it comes to moving around the pebbles, the more difficult I thought that the puzzle would be.",3,5,1,1,37,Female,"['White', 'Asian']",Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6da,4897-5a26c60e-5648-445e-ae21-d65f66e49ddb,enjoyable,1737949543550.0,1737949598362.0,1737949890994.0,1737949918085.0,1737951922222.0,1737951946652.0,1737949706989.0,1737951946652.0,"How interesting the puzzle was to solve, how difficult it was, and whether or not it was frustrating.",3,5,1,1,25,Male,['Asian'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6d4,5660-48f2c232-3d36-40fe-97a4-a4ae1c35d022,enjoyable,1737949559960.0,1737949649983.0,1737950131076.0,1737950214254.0,1737951973738.0,1737952003994.0,1737949671096.0,1737952003994.0,"How difficult they were, but also how rewarding it felt to solve it. Unless it was just really annoying me. ",4,5,1,4,30,Male,['White'],Non-Hispanic,['none'],"It was fun, just wish I had gotten to try some others from the ones I selected.",,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6cc,1474-87e7e68f-60a7-4c31-85fa-412d35d0eb14,enjoyable,1737949528358.0,1737949616209.0,1737949905006.0,1737949948638.0,1737951988861.0,1737952016860.0,1737949640740.0,1737952016861.0,how easy they were to solve was the biggest factor. some of them seemed unsolvable and overwhelmed me. i'd like to think im decent at games but these were brain scramblers,3,5,1,3,26,Male,['White'],Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f730,6316-28f6e151-fbef-4457-8648-303ac6890041,difficult,1737949731404.0,1737949931055.0,1737950245167.0,1737950336032.0,1737952029167.0,1737952070853.0,1737949974733.0,1737952070854.0,"If they were easy or quick to solve, I gave them a low challenging rating, such as a 1 or 2.  If I was unable to solve them or just needed a little more time before the timer was up, I rated them as hard, such as 8, 9 or 10.",3,5,0,4,41,Male,['White'],Non-Hispanic,['none'],"None, thanks!",,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f72e,1285-db1f8373-871e-4b81-9f93-d729dfad7d7c,difficult,1737949730850.0,1737949804594.0,1737950123465.0,1737950156128.0,1737952215754.0,1737952249025.0,1737949827698.0,1737952249026.0,"Whether I was able to complete the puzzle or not, and if so, how much time I had left of the 5 minutes.",4,5,0,2,33,Non-binary,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6f7,8273-1e724496-a510-4044-8b65-2c0c58f341e6,enjoyable,1737949749216.0,1737949825973.0,1737950158720.0,1737950204772.0,1737952212128.0,1737952239428.0,1737949849985.0,1737952239431.0,"Whether they seem solvable or not. Some of them flat out did not seem to have an actual way to solve them, they were frustrating and very annoying. One or two were very easy to solve, and that wasn't necessarily that much fun either",4,5,1,3,37,Female,['White'],Non-Hispanic,"['Trackpad', 'Touch Screen']","nope, to elaborate I used a touchscreen laptop",,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6c2,0197-9fdeb29b-4192-4575-b791-5130f9507781,difficult,1737949491381.0,1737949585037.0,1737949862071.0,1737949892974.0,1737952374054.0,1737952402985.0,1737949631350.0,1737952402986.0,"8, the ability to only get 2 out of 3 gems with no way to get the third one.",5,4,1,2,23,Male,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6c7,5679-2eb66594-d556-4255-b4eb-16841c4b4f8c,enjoyable,1737949538903.0,1737949682941.0,1737950000868.0,1737950037751.0,1737952464826.0,1737952496113.0,1737949752479.0,1737952496114.0,successfully completing the puzzle,5,5,0,1,54,Female,['White'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6df,6469-a0cb9ceb-0ad2-490e-9b7f-0d93c5bee7e7,difficult,1737949553454.0,1737949660326.0,1737950046654.0,1737950088871.0,1737952417096.0,1737952456406.0,1737949692727.0,1737952456408.0,"The amount of time it took to complete, whether I was able to complete it or not, and the level of thought required to complete.",4,5,0,2,36,Male,['White'],Non-Hispanic,['Trackpad'],None.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f73b,9531-ccb6fcec-5b3b-4713-a98b-0857c6d36db3,difficult,1737949895771.0,1737950113559.0,1737950407862.0,1737950471652.0,1737952470895.0,1737952508451.0,1737950166658.0,1737952508452.0,It was how complicated it as to get the way to move the puzzles that determined my judgement on rating its difficulty.,3,5,3,2,23,Male,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f702,2295-86d91154-0064-4d6b-b4a4-c6cb00d581b4,enjoyable,1737949563573.0,1737949791148.0,1737950169886.0,1737950227386.0,1737952621208.0,1737952651159.0,1737949839019.0,1737952651159.0,the shape of the puzzle and number of boxes,1,5,0,0,31,Female,['Black/African American'],Prefer not to answer,['none'],none,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6d7,0344-4f03bfaf-e409-4afe-88af-af09b39d978b,enjoyable,1737949545014.0,1737949675549.0,1737950109230.0,1737950201361.0,1737952789124.0,1737952816617.0,1737949700113.0,1737952816618.0,If i could solve the puzzle or not/ if i got close to solving the puzzle ,3,5,1,3,21,Male,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6db,5302-7bdb783f-d075-40ef-88ba-f7163000e3c3,difficult,1737949567486.0,1737949888654.0,1737950451866.0,1737950511746.0,1737952726090.0,1737952767601.0,1737950039022.0,1737952767602.0,When I was rating them I rated the most that I couldn't solve in the 5 minutes as the most difficult and the ones I easily solved as least difficult and I tried to match my ratings with how easy or difficult it was to figure out.,4,5,0,1,63,Male,['White'],Non-Hispanic,['Trackpad'],That was challenging and very fun. I tried to solve them all but came up a little short. Thank you for letting me participate. ,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f71a,7657-b3cbe756-aa02-445e-9eb9-8c90a19dae77,enjoyable,1737949571791.0,1737949757028.0,1737950081967.0,1737950115789.0,1737952749713.0,1737952782063.0,1737949798847.0,1737952782064.0,"If they were solvable that helped, or at least allowed a lot of attempts. ",5,5,0,1,61,Female,['White'],Non-Hispanic,['none'],"Not sure why the long wait to choose a puzzle, 8 seconds seems long.",,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6cb,0464-aae0a733-1ac6-4a9c-b3a3-e00c87067124,enjoyable,1737949588185.0,1737949796821.0,1737950155067.0,1737950199716.0,1737952831606.0,1737952873170.0,1737949885445.0,1737952873172.0,how easy they were to complete,5,5,0,3,49,Male,['White'],Non-Hispanic,['Trackpad'],thank you,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f700,6310-a842e331-fe38-4c14-abea-ea969b8c5102,enjoyable,1737949614421.0,1737949958109.0,1737950274695.0,1737950324503.0,1737952807050.0,1737952840296.0,1737950025196.0,1737952840297.0,How challenging they were without being frustrating. ,3,5,0,3,53,Female,['White'],Non-Hispanic,['none'],No technical difficulties at all. It seems like a fun game and was very challenging. I wish I had more time to try to complete all of the puzzles! Thank you!,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6e0,1656-913b0968-c28e-4a2e-8737-14b1490ed06a,difficult,1737949544769.0,1737949617559.0,1737949957684.0,1737949991789.0,1737952954041.0,1737953000975.0,1737949720331.0,1737953000976.0,if i was able to solve it ,5,4,1,0,24,Female,['White'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6c3,6926-122c9717-00c2-48ce-8664-aa60fd4bcc45,difficult,1737949496115.0,1737950857650.0,1737951179037.0,1737951245965.0,1737952765472.0,1737953011952.0,1737950880465.0,1737953011954.0,How quickly it takes me to solve it (if I can even solve it).,3,5,0,4,30,Male,['Asian'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f68e,9498-75c3260c-281a-4395-b4ba-4766b2bc3e39,difficult,1737950341724.0,1737950410867.0,1737950668117.0,1737950760503.0,1737953037524.0,1737953064869.0,1737950443735.0,1737953064870.0,"if I completed the puzzle and how close I got to a solution (or ""close"" in my head)",4,3,0,3,28,Male,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6c4,7788-77f59dbf-40bb-4e82-950f-edded9543d4d,difficult,1737949514705.0,1737949745732.0,1737950123374.0,1737950162205.0,1737952906205.0,1737952941333.0,1737949842250.0,1737952941354.0,I felt some of the puzzles were unsolvable due to not being able to move pieces once they are against side.,5,5,0,0,67,Female,['Black/African American'],Non-Hispanic,['none'],This study was quite challegingchallenging ,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6d3,0422-3d2e26b2-9a76-4eb3-8c1c-c14c1becf1fd,enjoyable,1737949584264.0,1737949754394.0,1737950150602.0,1737950199268.0,1737952870304.0,1737952911686.0,1737949805260.0,1737952911687.0,Fun but difficult,3,5,0,2,27,Male,['Black/African American'],Non-Hispanic,['none'],I did not encounter any issue,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6eb,6987-19a94b0d-8b10-4fd0-80fe-bdb2e5519ac9,difficult,1737949572310.0,1737949821264.0,1737950297395.0,1737950347193.0,1737952968159.0,1737952997362.0,1737949909101.0,1737952997362.0,The time it took to arrange the pebble into sand. The path to identify their positions so pebbles can settle in respective gem box beach.,5,5,0,0,40,Female,['White'],Non-Hispanic,['none'],"Interesting study, but too less time to think and execute. ",,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f739,4729-f3e3b67e-3da4-4372-bbc9-f1371b718bf0,difficult,1737949841225.0,1737949971756.0,1737950358183.0,1737950413230.0,1737952963883.0,1737953002225.0,1737950059115.0,1737953002225.0,The main factors that affected y rating were. 1. If I could actually solve the puzzle.2. If I was able to solve it. How long did it take. I was not able to solve most puzzles and the ones I did solve took me almost the whole time.,4,5,0,1,26,Male,['White'],Non-Hispanic,['none'],Everything went well. Thank you for the study!,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6ce,8475-dd21c2f8-4a8b-42ef-bf55-2d07f3471d53,enjoyable,1737949759353.0,1737950028978.0,1737950527332.0,1737951160600.0,1737953106435.0,1737953145770.0,1737950127262.0,1737953145771.0,how easy it was to complete a task,3,5,2,3,24,Female,['Black/African American'],Non-Hispanic,['Trackpad'],no,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f706,0539-d1ef273e-0740-4bb2-ab49-1344c18f8398,difficult,1737949767614.0,1737949905133.0,1737950323058.0,1737950380954.0,1737953163047.0,1737953239435.0,1737949955465.0,1737953239437.0,"I tried to figure out how many ways it could be solved by trying to do them in my head.
There was also one puzzle I found easier that I knew to not pick over others since I was able to figure out how to do it (it was the only one I was able to figure out how to solve).",4,4,1,1,18,Male,['White'],Non-Hispanic,['none'],I found the puzzles super difficult and once I gave them a fair shot I let the timer run out.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f70c,0882-3edd63fb-3f20-4235-8178-6c872a41f1ea,difficult,1737949569881.0,1737949656994.0,1737950452130.0,1737950530931.0,1737953398312.0,1737953439457.0,1737949688054.0,1737953439458.0,The amount of time and effort needed to solve the puzzle.,5,5,0,0,41,Male,['Asian'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f731,8565-a45990d5-10ca-4a98-b2c3-bfd4431bd618,difficult,1737949768738.0,1737950171627.0,1737951109639.0,1737951218389.0,1737953677177.0,1737953707417.0,1737950691587.0,1737953707419.0,If i could do it in my head or not. ,4,5,0,2,19,Female,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f729,4435-a0d3e22c-6de9-484e-8401-d278cbef6a30,enjoyable,1737949729131.0,1737949978804.0,1737950583786.0,1737950649585.0,1737953508029.0,1737953569507.0,1737950071221.0,1737953569508.0,How easy i was able to shift the gems,3,4,1,1,42,Female,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f72c,2709-22802cd2-dc98-453f-b490-8d842488d319,difficult,1737950275076.0,1737950616215.0,1737951018475.0,1737951072569.0,1737953509948.0,1737953542026.0,1737950719878.0,1737953542027.0,"Factors such as the number of moves, until I had to reset, contributed to my high difficulty ratings. Some of the patterns that seemed utterly impossible to solve also contributed to my ratings. The low amount of blocks I was able to move within in each puzzle contributed to my ratings.",5,5,0,1,29,Male,"['Black/African American', 'White']",Non-Hispanic,['none'],"Straightforward task. It was interesting, challenging and entertaining.",,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f732,2559-6a1182e8-a4d0-46f1-889c-ba19cfc41694,difficult,1737949795329.0,1737949951889.0,1737950807611.0,1737950933741.0,1737953717446.0,1737953777332.0,1737949985722.0,1737953777332.0,"I thought the puzzles were ranging from hard to impossible, with some of them I couldnt see a way of completing them at all. Factors that influenced this are the number of squares that could be used, how spread out the gems were and if I were able to complete the task or not, played an important part of my scoring ",5,5,0,2,39,Male,['White'],Non-Hispanic,['none'],no issues,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f70e,4886-37e01c4d-7b66-4c83-9f3f-30a430ebeb25,difficult,1737949589720.0,1737949871954.0,1737950786809.0,1737950912551.0,1737953786106.0,1737953831920.0,1737950019458.0,1737953831924.0,The factor that affected my ratings was how difficult it was to place all three gems. ,5,5,0,2,51,Female,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f67e,1542-641d29f1-d346-458f-b9b0-826c11b1d2b5,enjoyable,1737950156513.0,1737950407768.0,1737950782526.0,1737950859998.0,1737953716618.0,1737953768905.0,1737950467150.0,1737953768906.0,"My ratings was affected by how challanging the puzzles were.The challenging the puzzle,the more enjoyable it was for me",2,5,2,2,25,Female,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6d1,5355-8dbd22b4-3091-4ec7-8d01-efb47d06ce96,enjoyable,1737949598204.0,1737949806723.0,1737950951012.0,1737951126514.0,1737953886651.0,1737953937535.0,1737949896015.0,1737953937537.0,"My ability to decipher the puzzle fast and accurately. I also considered how much time I could use, the less the better.",3,5,1,2,32,Female,['Black/African American'],Non-Hispanic,['none'],"I did not encounter nay technical issue. The game has really been mind opening, thank you.",,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6cf,3479-e1ebba87-cd94-4abc-beb9-41a7eeb22874,enjoyable,1737949531461.0,1737949700247.0,1737949965817.0,1737950138797.0,1737954378892.0,1737954417143.0,1737949726544.0,1737954417144.0,"6. I liked when the puzzles were a bit difficult, it made solving them more satisfying. But overall most of the puzzles were unsolvable for me.",3,4,0,2,28,Female,['Black/African American'],Non-Hispanic,['none'],none,,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f688,5386-a1803936-00e8-4a4d-b6d9-d23e546091d8,enjoyable,1737950235062.0,1737950487904.0,1737951854343.0,1737951891372.0,1737954581518.0,1737954611701.0,1737951604932.0,1737954611702.0,I rated according to the level of difficulty.,5,5,0,0,59,Female,['Asian'],Non-Hispanic,['none'],no,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6b2,9982-be2c1cb0-a3ad-4aee-a857-96666b1dbcf4,enjoyable,1737952020116.0,1737952121830.0,1737952570611.0,1737952611870.0,1737954697812.0,1737954725339.0,1737952259638.0,1737954725340.0,"I rated the ones higher that gave me some difficulty without being too easy to solve in the first minute or so. If they were too easy, they were just about a 6 or 7. If they were too hard to solve in the time limit, I rated them about 4 or so because it was frustrating.",4,5,0,2,52,Female,['Multiracial/Mixed'],Hispanic,['none'],"I didn't have any problems, and I thought it was fun overall while still challenging.",,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74f,2580-c83801e7-1289-442f-90a1-13f7b3edc29f,enjoyable,1737950104533.0,1737950299854.0,1737952667959.0,1737952709490.0,1737955253708.0,1737955279609.0,1737950322495.0,1737955279610.0,7,4,5,0,1,34,Male,['White'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6f9,7051-ba25d988-3c1c-42d8-8be4-626dafdc6f40,enjoyable,1737949615551.0,1737949880240.0,1737950463405.0,1737952145942.0,1737955535872.0,1737955565047.0,1737950016844.0,1737955565048.0,The primary factor that affected my ratings was the difficulty of the puzzles - I think I only solved two.,2,5,0,2,35,Male,['White'],Non-Hispanic,['none'],Everything went smoothly - thank you for the opportunity to take part,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6ad,6107-d9b5183c-75d8-4622-ba47-4f3bf37b8fa1,enjoyable,1737951505053.0,1737952127775.0,1737952547169.0,1737952596826.0,1737955519906.0,1737955556377.0,1737952254366.0,1737955556378.0,the level of thinking that came with trying to solve the puzzles ,2,5,3,4,22,Male,['Black/African American'],Non-Hispanic,['none'],its a great  study and i will like to do more of them in future ,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6bb,4320-34b2d3ab-163c-452c-acc6-552acf4a5cef,difficult,1737951935814.0,1737952202661.0,1737952978960.0,1737953057900.0,1737955699528.0,1737955751642.0,1737952300467.0,1737955751643.0,8,3,5,1,2,30,Male,['other'],Non-Hispanic,['none'],BEING THAT IT WAS DIIFICULT TO SOLVE THE PUZZLES BUT IT WAS FUN,BLACK BRITISH,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6c4,4613-f9dba5c9-b832-42d5-a7f2-150af595c640,difficult,1737953008010.0,1737953090894.0,1737953432403.0,1737953464747.0,1737956040583.0,1737956074681.0,1737953178827.0,1737956074682.0,How hard they were for me.,4,4,0,3,30,Female,['Black/African American'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6c6,0205-32ac6d6a-69d0-4a63-a1bb-01bd6f93e547,difficult,1737953746755.0,1737953780603.0,1737954047225.0,1737954077106.0,1737956406357.0,1737956464339.0,1737953823361.0,1737956464340.0,How demanding how the puzzles are ,3,5,2,2,31,Female,['Black/African American'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6c2,5997-2f89a1e4-e916-4927-b48d-8cdc44be580f,difficult,1737951907086.0,1737953305190.0,1737953663414.0,1737953718375.0,1737956608896.0,1737956645149.0,1737953377581.0,1737956645150.0,I tried to look at how much space was available and judge the difficulty based on that.,5,5,0,1,44,Male,['Prefer not to answer'],Prefer not to answer,['none'],To whom it may concern: Thank you for letting me participate in this study.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6d6,9674-f5a1b9b2-56f2-49a9-9020-0bee8cd506b4,enjoyable,1737955129269.0,1737955178098.0,1737955407302.0,1737955481609.0,1737957433973.0,1737957473115.0,1737955193479.0,1737957473116.0,I generally rated them positively if they were less frustrating. ,4,4,0,4,29,Male,['White'],Non-Hispanic,['none'],Sometimes the keyboard did not register when playing the game,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f71d,6726-229a5595-140c-4b05-a250-527041ba8438,enjoyable,1737955188514.0,1737955280003.0,1737955552039.0,1737955590027.0,1737957824816.0,1737957853548.0,1737955328053.0,1737957853549.0,How easy the puzzle was and if it was actually beatable. ,5,4,0,2,37,Male,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f741,4454-39e0e136-384c-49ea-96f5-cd7b343d3617,enjoyable,1737955272229.0,1737955401577.0,1737955738838.0,1737955805537.0,1737957961748.0,1737957998097.0,1737955436563.0,1737957998098.0,I looked and tried to solve the puzzle. So of the puzzles were hard and some seemed easy. I liked the puzzles the most that I could solve fast.,4,5,0,2,41,Female,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f716,6556-a49658f3-8b37-4f5f-9863-94f9a8c468f3,difficult,1737955193305.0,1737955375368.0,1737955735353.0,1737955898193.0,1737958517850.0,1737958546145.0,1737955464675.0,1737958546146.0,Very Hard,5,5,0,0,59,Male,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f745,1233-d9bc4cbc-7cce-4e59-9507-7ebdb5de3a94,enjoyable,1737955250494.0,1737955541794.0,1737955945495.0,1737956016092.0,1737958710059.0,1737958743440.0,1737955635124.0,1737958743442.0,difficulty level 0f completing the puzzle,4,5,2,3,25,Female,['Black/African American'],Non-Hispanic,"['Touch Screen', 'Trackpad']",,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f742,5184-437d1924-fc3a-4596-b4db-6ec6abcf9910,enjoyable,1737955238263.0,1737955444126.0,1737955837843.0,1737955881586.0,1737958629105.0,1737958669972.0,1737955486970.0,1737958669973.0,"The perceived possibility of completion was a factor, however I did find a good deal of satisfaction and relaxation whilst merely attempting these exercizes. ",2,4,2,3,46,Male,['White'],Non-Hispanic,['none'],This study was remarkably fascinating. I can only hope that my input was useful. Cheers!,,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f701,6825-3b966c01-403f-4722-895f-b6567ebbaca9,enjoyable,1737957711097.0,1737957787398.0,1737958019949.0,1737958051891.0,1737959200058.0,1737959226457.0,1737957809705.0,1737959226458.0,"How much I had to think about how to move the gems was a factor, another was how much of it was just moving from one end of the board to the other to get around the objects without needing much thought, just taking a lot of time.",3,5,1,4,21,Male,['White'],Non-Hispanic,['none'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f685,8714-778533d7-9af8-4c52-815c-88db1f66c633,enjoyable,1737956158440.0,1737956337933.0,1737956721631.0,1737956780870.0,1737959377271.0,1737959414585.0,1737956415003.0,1737959414586.0,"the level of difficulty, the more difficult it is, the more time I spend trying to figure it out. This whole process interests me a lot. I find it enjoyable",4,5,0,2,24,Male,['White'],Non-Hispanic,['none'],I did not encounter any technical difficulties.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957196019241f9c4f6c9,8064-35b68e26-0752-437f-8c8e-82e1e3a0e4a1,enjoyable,1737957067275.0,1737957262646.0,1737957668603.0,1737957724230.0,1737960000106.0,1737960034981.0,1737957355559.0,1737960034984.0,"If they were solvable in the time given, how many moves I could visualize.",4,5,1,1,42,Female,['White'],Non-Hispanic,['none'],There were no difficulties.,,
fun-puzzles,fun-puzzles-exp1,production2,6790957496019241f9c4f74c,1082-571517d3-f06d-4b2c-8f94-09dd66faaecb,enjoyable,1737955286305.0,1737956262211.0,1737957179872.0,1737957240792.0,1737960185892.0,1737960218897.0,1737956745316.0,1737960218898.0,The  puzzles seemed easy at first glance but they are quite complex.so i rated them depending on complexity,4,4,1,1,51,Female,['White'],Non-Hispanic,['none'],just the complexity in completing the puzzles,,
fun-puzzles,fun-puzzles-exp1,production2,6790957296019241f9c4f6f9,8520-11953315-a15a-4e69-9755-811a0350e903,enjoyable,1737957649012.0,1737957910113.0,1737958286928.0,1737958342891.0,1737960634466.0,1737960666090.0,1737957986496.0,1737960666091.0,my ability to solve the puzzles,2,5,3,2,27,Female,['other'],Non-Hispanic,['none'],,Arab,
fun-puzzles,fun-puzzles-exp1,production2,6790957396019241f9c4f716,9454-1177facb-ffea-4eb3-8976-0e857f5cfff9,difficult,1737959265137.0,1737959312386.0,1737959612665.0,1737959639486.0,1737961714541.0,1737961745347.0,1737959366105.0,1737961745348.0,Damn it was tasking,4,5,2,2,27,Male,['White'],Non-Hispanic,['none'],nope,,
fun-puzzles,fun-puzzles-exp1,production2,6790956f96019241f9c4f67c,5125-f3a86c0a-f978-4b65-82b3-dd7b305bd2dd,enjoyable,1737963659871.0,1737963784495.0,1737964220369.0,1737964262611.0,1737967050981.0,1737967087452.0,1737963993361.0,1737967087457.0,How easy they looked but that wasn't at all reflective of how easy they were.,5,4,0,4,45,Female,['White'],Non-Hispanic,['Trackpad'],,,
fun-puzzles,fun-puzzles-exp1,production2,6790957096019241f9c4f685,8193-3867fc50-92bf-4ac9-b5aa-f492690f8735,enjoyable,1737963712384.0,1737963975738.0,1737964449858.0,1737964498597.0,1737967307764.0,1737967357536.0,1737964061016.0,1737967357537.0,"The level of creativity, providing a sense of satisfaction with the ability to learning solving skills.",4,5,3,4,27,Female,['Black/African American'],Non-Hispanic,['none'],"It was an interesting, fun and enjoyable survey.",,
